,dt,US1.AAPL,US1.AMZN,US1.BAC,US1.BRK.A,US1.DIS,US1.HD,US1.JNJ,US1.JPM,US1.MA,US1.MSFT,US1.NVDA,US1.PG,US1.UNH,US1.V,US1.XOM
646,20120726,574.66,220.0,7.17,127100.0,49.71,52.9,68.75,35.81,423.5,29.16,13.15,64.57,52.01,126.76,86.48
647,20120727,585.28,237.42,7.3199,127715.0,49.95,53.73,69.52,36.899,436.61,29.77,13.48,65.09,53.35,129.13,87.46
648,20120730,594.96,236.22,7.27,127859.0,49.81,53.24,69.43,36.13,441.37,29.635,13.32,65.09,53.255,130.84,87.55
649,20120731,610.76,233.25,7.32,127370.0,49.13,52.18,69.25,36.01,435.92,29.46,13.53,64.55,51.08,128.98,86.84
650,20120801,606.84,232.15,7.21,126950.0,48.87,51.69,69.4,36.01,427.35,29.41,13.39,64.01,51.2,127.47,86.93
651,20120802,607.75,230.8,7.18,126110.0,48.97,51.39,68.45,35.16,423.3,29.16,13.43,63.57,51.11,129.28,85.88
652,20120803,615.65,234.97,7.44,128479.0,49.8,52.3,69.1075,36.09,424.35,29.75,13.71,65.49,51.62,130.99,87.55
653,20120806,622.483,233.96,7.65,127739.89,49.68,52.0,68.86,36.305,419.31,29.95,13.99,65.84,51.02,131.1,87.46
654,20120807,620.97,236.56,7.665,126930.02,49.7999,52.38,68.27,37.0,416.02,30.25,14.15,66.225,52.54,130.4,87.92
655,20120808,619.85,234.37,7.66,127000.0,50.48,52.77,68.38,37.15,424.44,30.32,14.22,66.73,52.75,131.17,88.27
656,20120809,620.73,234.06,7.72,126800.0,49.99,53.14,68.315,36.92,425.97,30.5,14.72,66.73,52.0,128.51,88.17
657,20120810,621.64,232.73,7.73,127175.0,49.65,53.06,68.61,36.96,425.87,30.41,14.62,66.73,51.88,129.03,88.37
658,20120813,630.0,232.44,7.73,127380.0,49.87,52.82,68.48,36.985,425.75,30.4,14.81,66.48,51.92,128.31,88.15
659,20120814,631.63,233.28,7.77,127300.0,49.68,54.73,68.635,37.09,428.55,30.14,14.6,66.74,51.96,129.89,88.19
660,20120815,630.63,237.42,7.865,127007.02,49.87,55.0,68.35,37.1,426.87,30.19,14.47,66.64,52.83,129.05,87.99
661,20120816,636.3,241.49,7.93,127700.0,50.24,56.33,68.18,37.09,428.67,30.79,14.78,66.99,53.39,129.66,88.65
662,20120817,648.1599,241.11,8.01,128750.0,50.47,56.74,67.77,36.97,427.23,30.9,14.65,67.0,53.12,128.66,88.355
663,20120820,664.9901,240.34,8.14,128530.0,50.44,56.57,67.72,37.38,426.75,30.74,14.65,66.79,53.18,128.2,87.94
664,20120821,656.2,239.55,8.19,127954.0,49.66,56.33,67.8,38.02,423.31,30.81,14.61,66.78,53.42,127.52,87.45
665,20120822,668.88,243.1,8.22,128605.0,49.66,56.62,67.76,37.83,421.42,30.54,14.64,66.84,53.98,128.11,87.72
666,20120823,662.36,241.13,8.15,127710.0,49.18,56.55,67.78,37.24,418.59,30.25,14.305,66.69,53.96,127.19,87.36
667,20120824,663.18,245.67,8.15,128130.0,49.55,56.96,67.59,37.18,422.4,30.56,14.59,67.03,54.16,126.6601,88.05
668,20120827,675.47,243.93,8.07,128166.99,49.64,56.68,67.5,37.24,423.43,30.7,14.36,67.111,54.6125,127.654,87.7716
669,20120828,674.75,246.11,7.95,127458.0,49.65,56.54,67.52,37.13,424.39,30.64,14.29,67.01,54.33,127.4,88.11
670,20120829,673.46,247.12,7.99,126800.0,50.05,56.86,67.37,37.3,426.04,30.63,14.31,66.87,54.65,127.99,87.93
671,20120830,663.91,246.22,7.91,126085.0,49.42,56.62,67.23,36.91,421.2,30.34,14.04,66.89,54.69,126.68,87.21
672,20120831,665.22,248.26,7.99,126507.0,49.5,56.76,67.42,37.145,422.97,30.81,14.03,67.21,54.3,128.29,87.38
673,20120904,674.64,247.84,7.99,126279.0,49.66,56.795,67.27,37.0078,424.38,30.35,13.27,67.365,54.58,128.52,87.115
674,20120905,670.15,246.22,7.96,127722.0,50.78,56.55,67.27,37.11,422.71,30.38,13.32,67.28,54.26,127.64,87.33
675,20120906,676.34,251.53,8.35,129549.0,51.86,57.64,67.84,38.7,432.31,31.36,13.73,68.23,54.88,129.49,89.0
676,20120907,680.39,259.12,8.8,129950.0,51.74,57.26,67.87,39.3,436.11,30.94,13.39,68.54,54.87,129.7,89.9
677,20120910,662.52,257.15,8.57,129770.0,51.54,57.31,68.195,38.77,437.85,30.72,13.285,68.52,53.76,128.72,89.47
678,20120911,660.6,255.76,9.05,130086.0,51.59,56.73,68.215,39.6,443.37,30.79,13.43,68.2625,52.81,131.5,89.62
679,20120912,669.86,255.59,8.962,130016.0,51.71,57.05,68.16,39.92,445.9,30.78,13.59,68.1,52.82,133.46,89.55
680,20120913,682.97,260.17,9.395,132705.0,52.59,58.3,68.9801,41.405,455.07,30.97,13.68,68.9,53.88,134.99,91.16
681,20120914,691.24,261.27,9.55,132950.0,52.325,59.43,68.42,41.542,453.72,31.2,13.84,69.13,54.23,134.27,92.27
682,20120917,699.8,257.99,9.31,132571.0,52.14,58.9,68.25,41.21,453.5,31.21,13.45,69.24,54.49,133.87,91.96
683,20120918,701.951,258.75,9.24,132820.0,51.9,58.84,68.55,41.24,453.23,31.2,13.56,69.23,55.13,133.67,91.69
684,20120919,702.173,261.7,9.285,133350.0,52.715,59.48,68.6,41.34,451.89,31.06,13.72,69.27,54.955,134.79,90.6371
685,20120920,698.6946,260.8,9.2,134050.0,52.64,59.29,68.93,41.25,453.96,31.47,13.62,69.56,54.945,134.61,91.51
686,20120921,700.7,257.51,9.095,134410.0,52.75,59.41,69.12,40.87,459.48,31.29,13.68,69.46,56.14,134.95,91.83
687,20120924,689.84,254.85,9.11,133034.0,52.94,59.39,69.01,41.24,455.48,30.75,13.66,69.76,55.99,133.73,91.91
688,20120925,673.7,252.54,8.925,132275.0,52.58,59.73,69.3,40.57,451.57,30.39,13.405,69.59,56.2,134.57,91.76
689,20120926,665.03,249.68,8.81,132490.0,51.97,59.18,69.02,40.25,446.21,30.18,13.175,69.31,55.79,132.52,91.24
690,20120927,681.42,256.64,8.98,132408.22,52.59,59.895,69.03,40.67,452.01,30.19,13.27,69.31,56.25,133.89,91.8
691,20120928,667.08,254.32,8.81,132112.0,52.27,60.36,68.885,40.47,451.32,29.75,13.335,69.34,55.41,134.27,91.46
692,20121001,659.74,252.01,8.94,133000.0,52.05,60.57,69.11,40.97,456.87,29.52,13.12,69.41,56.45,136.66,91.74
693,20121002,661.27,250.59,8.92,133227.02,51.64,60.33,68.94,40.91,457.48,29.67,13.155,68.79,56.81,135.99,91.72
694,20121003,671.8,255.84,9.105,134100.0,52.48,61.77,69.0,40.845,473.76,29.86,13.04,69.17,56.86,138.51,91.69
695,20121004,666.89,260.54,9.42,135300.06,52.6101,61.73,69.26,41.83,474.89,30.015,13.62,69.38,57.98,139.63,92.16
696,20121005,652.58,258.4,9.31,135557.0,52.97,63.19,69.67,41.7,475.23,29.84,13.29,69.63,57.14,140.15,92.55
697,20121008,638.17,259.12,9.275,135350.0,52.34,61.88,69.45,41.66,471.92,29.79,13.17,69.11,57.6,138.74,92.7
698,20121009,636.17,250.89,9.21,133880.0,51.52,60.95,68.4,41.39,464.89,29.28,12.89,68.69,57.47,136.77,92.14
699,20121010,640.88,244.91,9.22,133065.6,51.25,59.75,68.22,41.78,462.15,28.99,12.67,68.15,57.11,137.42,91.08
700,20121011,628.1,244.29,9.33,133011.0,50.34,59.011,67.95,42.1,472.6,28.955,12.74,68.0,57.67,138.93,91.21
701,20121012,629.56,242.28,9.12,132501.98,50.58,59.57,67.955,41.6,473.36,29.2,12.63,67.95,57.08,139.11,91.05
702,20121015,634.75,244.19,9.43,133787.73,50.78,60.66,68.59,42.365,475.46,29.505,12.785,68.72,57.49,139.8,91.48
703,20121016,649.61,243.93,9.47,134850.0,51.24,60.85,69.55,42.829,479.01,29.52,13.155,68.98,56.89,141.17,92.36
704,20121017,644.53,247.41,9.435,135670.0,52.3,61.3995,71.01,43.33,483.53,29.585,13.06,69.44,55.999,142.52,93.38
705,20121018,632.6,244.93,9.485,135900.0,52.4,61.81,72.51,43.01,475.83,29.54,12.87,69.48,56.02,141.86,93.445
706,20121019,609.784,239.88,9.44,133841.0,51.9,61.9,71.83,42.3,470.05,28.6399,12.105,68.56,55.65,139.98,92.16
707,20121022,634.16,233.7,9.54,132609.0,51.78,62.04,71.77,42.07,466.09,28.0,11.965,68.49,56.548,139.0,92.13
708,20121023,613.42,234.21,9.379,130539.15,50.76,61.75,70.9,41.34,459.86,28.04,12.33,67.45,56.18,136.71,90.191
709,20121024,616.49,228.4,9.3,130428.9,50.65,61.29,70.76,41.73,454.58,27.89,12.18,68.07,55.93,136.5,89.89
710,20121025,609.65,227.5,9.23,130623.87,50.25,60.47,71.17,41.67,449.19,27.89,12.175,70.0999,56.2,137.44,90.43
711,20121026,603.97,238.2,9.13,129905.0,50.07,60.05,70.89,41.16,453.27,28.2,12.06,69.44,55.77,138.36,90.62
712,20121031,595.24,233.01,9.33,129508.0,49.12,61.39,70.83,41.67,460.98,28.54,11.975,69.26,56.0,138.7,91.16
713,20121101,596.52,232.07,9.735,131400.0,49.78,62.26,71.49,42.79,468.61,29.53,12.55,69.26,56.96,143.86,91.59
714,20121102,576.94,232.11,9.855,130550.0,49.84,62.01,70.93,42.43,469.71,29.49,12.48,69.19,56.05,143.48,90.26
715,20121105,584.62,234.39,9.74,130288.0,50.32,62.39,70.8,42.27,465.06,29.63,13.03,68.66,55.32,141.51,90.63
716,20121106,582.85,237.66,9.93,130673.0,50.46,62.6,71.03,42.86,471.52,29.86,13.01,68.91,56.37,143.77,91.6
717,20121107,558.07,231.94,9.24,128205.0,50.1,61.99,70.32,40.47,465.13,29.073,12.59,68.08,54.24,142.61,88.08
718,20121108,537.83,227.47,9.4,127000.0,50.04,60.8672,69.67,40.41,462.12,28.82,12.686,66.9,53.44,142.07,87.0902
719,20121109,547.3,226.21,9.42,127585.0,47.05,60.94,69.865,40.61,464.66,28.82,12.18,67.01,52.88,142.89,87.16
720,20121112,543.0,226.57,9.39,128100.0,47.46,61.2,69.69,40.58,470.05,28.23,11.92,67.085,52.2,143.27,87.32
721,20121113,542.62,226.64,9.33,129100.0,47.96,63.38,69.48,40.04,471.411,27.06,11.83,66.85,52.2,142.48,86.53
722,20121114,537.14,222.98,9.0,127972.93,47.17,61.47,69.25,39.29,463.13,26.83,11.54,66.53,51.25,140.08,86.07
723,20121115,525.85,220.64,9.093,128121.0,47.44,61.25,69.03,39.42,456.88,26.67,11.59,66.3,51.25,140.0,86.13
724,20121116,527.67,225.24,9.11,129194.29,47.41,62.12,69.18,39.59,464.74,26.53,11.37,66.89,51.92,142.69,86.43
725,20121119,565.93,229.6,9.49,130206.0,47.91,63.33,69.24,40.58,478.21,26.74,11.69,67.92,52.89,145.54,87.65
726,20121120,561.14,233.79,9.64,130282.22,48.44,63.83,69.68,40.7,477.41,26.71,11.5,68.3,53.12,146.4,87.43
727,20121121,561.71,238.07,9.765,131256.2,48.67,64.09,69.58,40.73,479.1,26.95,11.83,68.47,53.53,146.66,88.01
728,20121123,571.95,239.85,9.88,132606.02,49.22,64.6,69.54,41.05,482.9,27.63,11.9101,69.53,53.92,148.0,88.95
729,20121126,589.27,243.79,9.84,132410.92,49.02,64.68,69.07,40.88,479.75,27.4,12.115,69.46,53.55,147.23,88.59
730,20121127,584.71,243.49,9.66,132069.73,48.61,64.17,68.79,40.78,478.34,27.095,12.16,69.0,52.59,146.79,87.36
731,20121128,582.8001,246.96,9.75,132321.77,49.19,64.82,69.3,40.84,481.32,27.34,12.25,69.43,52.74,147.23,88.09
732,20121129,589.35,251.24,9.825,131861.81,49.705,64.23,69.21,41.22,486.59,26.938,12.05,69.535,54.37,148.19,88.13
733,20121130,584.98,251.9904,9.855,132041.0,49.66,65.09,69.785,41.02,488.53,26.625,11.98,69.7275,54.4,149.581,88.06
734,20121203,586.09,250.3725,9.81,131725.16,49.32,64.91,69.64,40.81,486.44,26.42,11.75,69.58,53.9,148.59,87.61
735,20121204,575.78,252.53,9.9,130929.38,49.29,64.25,69.85,40.575,483.15,26.34,12.1,69.31,53.55,147.58,87.2
736,20121205,538.8,253.86,10.46,131125.0,49.59,64.02,69.97,41.2,478.0,26.67,11.95,69.42,53.84,148.07,87.73
737,20121206,547.24,253.396,10.46,131159.98,49.07,64.34,70.04,41.46,480.78,26.73,11.98,69.9,53.65,148.49,88.01
738,20121207,533.02,253.18,10.635,130967.0,49.23,64.45,70.45,42.55,476.09,26.46,11.96,70.28,53.86,148.52,88.59
739,20121210,529.75,247.75,10.575,130720.0,49.32,63.05,70.61,42.31,479.32,26.92,12.365,70.23,54.19,148.68,88.42
740,20121211,541.01,250.69,10.52,130875.0,49.48,62.9,71.1,42.62,481.53,27.32,12.64,70.67,54.75,149.0,88.99
741,20121212,538.92,251.77,10.61,134000.0,49.66,62.92,70.97,42.77,483.53,27.24,12.52,70.77,55.24,147.89,89.47
742,20121213,529.5999,251.25,10.5474,134285.0,49.12,62.42,70.78,42.8,484.75,27.11,12.535,70.14,54.385,147.32,88.62
743,20121214,509.0,249.2,10.59,133779.98,48.68,62.07,70.69,42.82,482.17,26.815,12.585,69.94,54.06,146.85,88.12
744,20121217,519.16,253.99,10.995,134975.0,49.3,63.31,70.96,43.497,489.84,27.1,12.54,69.94,54.37,149.13,88.886
745,20121218,533.85,260.42,11.35,135451.02,50.19,63.01,70.93,43.865,492.72,27.57,12.57,69.96,54.95,150.72,89.55
746,20121219,526.11,258.0,11.18,135200.0,49.97,61.76,70.645,43.51,489.47,27.31,12.65,69.33,54.49,149.17,88.38
747,20121220,521.905,261.46,11.52,136015.0,50.96,61.97,70.74,44.53,498.38,27.67,12.64,69.83,55.47,152.43,88.8999
748,20121221,519.33,256.93,11.29,134713.48,50.04,61.34,70.32,44.01,493.39,27.49,12.37,68.7764,55.05,150.83,87.42
749,20121224,520.0,258.6,11.2399,134660.02,49.96,61.56,70.01,43.85,495.02,27.0,12.2476,68.62,54.85,151.1,86.8
750,20121226,512.9,248.79,11.55,133927.0,49.84,61.13,70.18,43.97,486.4,26.885,12.24,68.0,54.21,149.85,87.05
751,20121227,514.954,248.2,11.47,133900.0,49.52,61.07,70.1,43.63,487.78,26.95,12.15,67.97,54.43,149.4,86.86
752,20121228,509.43,245.21,11.37,133000.0,49.16,60.64,69.4551,43.245,482.85,26.55,12.095,67.19,53.88,148.69,85.12
753,20121231,532.98,251.27,11.61,134500.0,49.79,61.87,70.11,43.99,491.77,26.72,12.3,67.92,54.24,151.54,86.61
754,20130102,548.71,257.14,12.0,139610.0,51.08,63.41,70.8401,44.61,509.99,27.65,12.72,69.38,54.55,155.34,88.71
755,20130103,542.38,258.51,11.97,140283.33,51.2,63.34,70.71,44.58,510.27,27.28,12.73,68.95,52.0,155.49,88.55
756,20130104,527.01,259.13,12.11,140803.06,52.19,63.18,71.55,45.34,511.09,26.76,13.16,69.09,52.1,156.77,88.9
757,20130107,523.9701,268.51,12.08,140190.0,50.96,62.85,71.39,45.41,520.02,26.71,12.78,68.6,52.085,157.73,87.93
758,20130108,525.19,266.39,11.99,140961.0,50.75,63.23,71.41,45.49,517.65,26.54,12.5,68.52,51.4,159.29,88.41
759,20130109,517.1,266.35,11.42,140173.0,50.78,63.17,71.74,45.47,531.39,26.7,12.21,68.86,52.36,161.78,88.15
760,20130110,523.48,265.34,11.77,141935.09,50.79,63.6082,72.2,46.15,527.27,26.48,12.23,69.27,53.12,160.49,89.12
761,20130111,520.12,267.93,11.63,141700.0,50.57,63.69,72.36,46.13,528.23,26.83,12.2,69.23,52.83,161.18,89.61
762,20130114,501.9,272.74,11.47,143000.0,50.6,63.49,72.57,45.9,523.37,26.9,12.2,69.65,53.37,160.65,89.59
763,20130115,485.81,271.9,11.55,143339.0,51.08,63.94,72.36,46.34,522.5,27.21,11.97,69.88,53.61,160.42,89.52
764,20130116,506.08,268.83,11.783,142879.19,51.52,63.82,72.55,46.82,521.16,27.02,12.09,69.31,53.65,160.19,89.4
765,20130117,502.7,270.48,11.2998,143484.0,52.42,65.069,72.89,46.45,523.39,27.23,12.25,69.67,54.4,159.88,90.21
766,20130118,499.96,272.12,11.1301,143598.0,52.32,65.43,73.17,46.43,520.31,27.25,12.17,69.94,54.52,158.26,90.77
767,20130122,504.71,270.19,11.35,144805.0,52.71,65.75,72.71,46.53,519.61,27.16,12.11,69.92,56.01,159.0,90.91
768,20130123,514.0,268.11,11.41,145568.0,53.96,66.46,72.84,46.22,517.42,27.6,12.125,70.68,55.91,159.04,90.7
769,20130124,450.5,273.46,11.54,146227.0,53.95,67.35,73.07,46.38,522.27,27.63,12.185,70.4197,56.22,159.61,91.35
770,20130125,439.85,284.0,11.62,147100.0,54.38,67.82,73.92,47.14,519.71,27.885,12.415,73.199,56.06,159.86,91.67
771,20130128,449.73,276.06,11.48,146858.0,54.37,67.59,73.6,46.65,514.23,27.91,12.62,73.78,55.82,156.35,91.13
772,20130129,458.43,268.16,11.495,146495.0,53.98,67.17,74.42,47.14,518.88,28.01,12.335,75.01,56.28,156.68,91.77
773,20130130,456.91,272.83,11.3601,145401.02,53.8,67.24,74.08,47.14,515.88,27.85,12.32,75.08,56.07,155.14,90.7
774,20130131,455.38,265.5,11.31,145979.0,53.88,66.92,73.9,47.07,517.996,27.47,12.26,75.15,55.22,157.91,89.82
775,20130201,453.76,264.885,11.7,147086.19,54.59,67.29,74.18,47.85,517.75,27.93,12.37,75.9,55.772,158.59,89.99
776,20130204,442.22,259.96,11.47,145101.0,53.9099,66.37,74.07,47.7,513.93,27.425,12.155,75.26,55.75,156.69,89.16
777,20130205,457.82,266.89,11.87,147100.0,54.29,66.39,74.67,48.79,520.36,27.49,12.44,75.71,57.77,159.49,89.79
778,20130206,457.285,262.11,11.93,146900.0,54.51,66.66,75.37,48.59,523.18,27.34,12.34,76.1499,57.39,160.69,89.77
779,20130207,468.25,260.23,11.8399,146260.0,54.42,66.31,75.03,48.205,519.23,27.29,12.29,76.1401,57.06,157.02,88.23
780,20130208,474.97,262.0,11.75,146250.0,54.64,67.02,75.46,48.61,524.17,27.55,12.36,75.7,57.73,157.76,88.57
781,20130211,479.949,257.11,11.85,146066.0,54.74,66.39,75.41,48.66,520.74,27.85,12.51,75.82,57.11,156.33,88.29
782,20130212,467.842,258.74,12.25,147022.0,54.97,67.34,75.81,49.16,519.88,27.88,12.44,75.99,57.02,156.81,88.48
783,20130213,467.0,269.53,12.15,147767.0,54.95,67.45,75.655,48.67,519.06,28.02,12.37,76.55,57.2,154.7,88.65
784,20130214,466.6,269.25,12.135,149310.03,54.93,67.35,75.82,49.23,522.2,28.031,12.74,76.79,57.06,156.01,88.53
785,20130215,460.25,265.13,12.025,150120.55,55.61,67.49,76.12,48.86,522.59,28.02,12.74,76.5,57.31,157.9,88.31
786,20130219,459.96,269.72,12.18,152198.5,55.73,67.55,76.92,49.45,521.7,28.05,12.55,77.38,56.66,157.5,89.32
787,20130220,448.92,266.42,11.79,151259.56,54.61,66.44,76.6,48.58,512.91,27.86,12.38,77.04,55.22,155.32,88.93
788,20130221,445.96,265.85,11.41,150700.0,54.16,64.35,76.86,48.24,519.2,27.47,12.28,76.99,55.23,157.48,88.57
789,20130222,450.63,265.43,11.44,152005.02,54.24,65.56,76.25,48.91,523.79,27.75,12.5,76.999,54.47,159.44,89.206
790,20130225,442.93,259.87,11.02,148660.0,53.6,63.92,75.6,47.69,511.33,27.38,12.31,75.94,53.3,155.93,87.75
791,20130226,448.94,259.36,11.14,148411.0,53.88,67.6,75.77,47.6,509.97,27.37,12.38,76.09,53.06,157.91,88.54
792,20130227,444.57,263.21,11.31,151877.3,54.48,68.05,76.3,49.27,515.38,27.8,12.6,76.75,53.89,159.79,89.52
793,20130228,441.42,264.17,11.23,152699.0,54.59,68.5,76.12,48.92,518.7,27.775,12.66,76.17,53.45,158.65,89.47
794,20130301,430.427,265.87,11.34,153200.0,55.34,69.03,76.7,48.92,518.03,27.94,12.72,76.5,53.54,158.18,89.48
795,20130304,420.01,273.17,11.42,153000.0,55.8,70.3,77.2,49.11,521.24,28.135,12.655,76.68,53.32,159.5,88.95
796,20130305,431.26,275.6,11.55,154087.0,56.48,70.46,77.67,49.5,527.1,28.35,12.81,77.06,53.49,160.33,89.55
797,20130306,425.65,273.78,11.92,154900.0,56.37,70.47,77.41,50.015,527.59,28.09,12.79,77.2,53.6,161.06,89.55
798,20130307,430.4,273.89,12.275,155210.0,56.33,70.26,77.74,50.64,526.8,28.14,12.75,76.91,53.78,160.52,88.71
799,20130308,431.55,274.04,12.06,155411.27,57.37,71.35,78.155,50.16,529.44,27.991,12.81,77.13,53.82,160.67,88.92
800,20130311,437.755,271.17,12.14,156180.0,57.65,71.2999,78.44,50.49,530.89,27.88,12.7,77.34,54.22,161.2,89.159
801,20130312,428.5,274.18,12.0,154322.02,57.1,70.73,78.55,50.29,523.58,27.92,12.75,77.17,54.81,159.832,89.16
802,20130313,428.29,275.09,12.05,155431.0,57.34,70.76,78.57,50.16,527.58,27.92,12.74,76.805,54.48,159.37,89.27
803,20130314,432.3799,265.6,12.13,155990.0,57.74,70.24,79.09,50.98,526.81,28.13,12.745,77.38,54.74,160.68,89.81
804,20130315,443.85,261.93,12.58,154531.66,57.62,69.161,79.21,49.985,518.506,28.06,12.65,76.5,54.71,158.6,89.28
805,20130318,455.72,257.75,12.57,153241.0,56.84,69.36,78.82,49.54,515.01,28.1,12.54,76.17,55.01,158.06,88.78
806,20130319,454.49,256.42,12.715,152645.0,56.31,68.8,78.865,49.2,511.62,28.17,12.47,77.12,55.18,156.01,88.62
807,20130320,452.03,257.23,12.82,153420.0,56.96,68.88,79.45,49.12,518.48,28.3,12.61,77.59,54.9,159.41,88.66
808,20130321,452.78,253.34,12.56,153025.0,56.32,68.95,79.0,48.36,514.01,28.11,12.42,77.2,55.05,157.87,88.15
809,20130322,461.95,257.7414,12.55,153800.0,56.77,69.57,79.74,48.78,518.08,28.245,12.48,77.28,54.47,160.15,89.29
810,20130325,463.53,256.01,12.407,153784.0,56.21,69.48,79.69,48.53,520.11,28.16,12.41,76.68,54.89,164.08,89.03
811,20130326,461.13,260.27,12.28,155707.64,56.62,70.06,80.845,48.64,535.94,28.15,12.51,77.39,55.66,167.45,90.15
812,20130327,452.07,265.3,12.24,154600.0,56.46,69.64,81.265,47.79,538.03,28.38,12.645,77.04,56.63,168.77,90.59
813,20130328,442.54,266.42,12.17,156437.75,56.76,69.78,81.46,47.435,540.85,28.6,12.81,77.01,57.18,169.75,90.0
814,20130401,428.91,261.5,12.16,155253.47,56.69,69.66,81.93,47.85,536.95,28.6,12.4,77.7,58.97,167.31,90.76
815,20130402,429.89,263.41,12.14,157601.67,57.45,71.0,82.67,48.27,540.09,28.8,12.28,78.95,61.75,167.85,90.54
816,20130403,431.85,259.04,11.81,156300.0,57.26,70.37,82.079,46.87,533.32,28.56,12.12,78.11,61.67,164.79,89.947
817,20130404,427.62,259.07,11.93,157586.48,57.59,70.69,82.4,47.49,534.41,28.6,12.24,78.54,62.04,166.48,89.8
818,20130405,423.2,255.41,11.97,156322.0,57.7,70.08,82.02,47.91,531.35,28.7,12.45,78.21,62.09,165.16,88.98
819,20130408,426.21,258.99,12.2,157847.0,58.82,71.22,81.07,48.575,534.33,28.59,12.42,78.8,61.88,166.24,88.61
820,20130409,426.98,261.18,12.24,157617.0,59.13,71.228,81.49,48.69,527.23,29.638,12.63,78.27,62.18,164.72,88.81
821,20130410,435.77,264.86,12.32,159499.9,60.11,71.68,81.98,49.23,534.3,30.28,12.82,79.22,62.4,166.95,88.66
822,20130411,434.37,269.91,12.25,159985.0,60.56,71.89,82.32,49.34,540.83,28.98,12.765,79.68,62.98,167.52,89.22
823,20130412,429.77,272.88,12.15,160525.0,60.55,73.65,82.72,49.0,532.72,28.82,13.09,80.09,63.03,165.75,88.99
824,20130415,419.86,267.73,11.97,156723.48,58.87,72.2101,81.73,47.9,521.98,28.68,12.83,79.61,61.58,161.34,86.44
825,20130416,426.09,272.24,12.28,160888.58,60.64,72.46,83.43,48.5,531.29,28.98,12.965,80.08,62.81,164.75,86.62
826,20130417,402.8,267.39,11.68,157736.0,60.5,72.79,83.88,46.78,524.68,28.8701,12.785,79.07,62.03,162.33,86.06
827,20130418,391.9,259.33,11.44,154526.0,60.0,72.48,83.2,46.65,521.05,28.79,12.54,79.86,59.7,161.4,86.67
828,20130419,390.67,260.32,11.655,157901.0,61.56,74.0,84.48,47.23,521.35,29.76,12.56,81.45,60.03,163.92,87.4
829,20130422,398.68,263.51,11.71,157396.72,62.0,73.85,84.83,47.36,521.9,30.81,12.59,81.4,59.21,163.43,88.05
830,20130423,406.005,268.88,12.0799,159980.0,62.59,73.36,85.43,48.16,530.9,30.59,12.92,82.5,58.55,165.61,89.28
831,20130424,405.57,268.81,12.31,159950.0,61.95,73.28,84.37,48.72,532.02,31.76,13.36,77.1,58.8,167.15,89.4
832,20130425,408.7,274.66,12.43,161300.0,62.0,73.38,85.21,49.0,535.62,31.93,13.475,76.58,59.35,168.91,88.12
833,20130426,417.13,254.81,12.43,160659.38,61.88,73.35,85.13,48.87,535.52,31.79,13.41,77.13,59.49,167.19,88.02
834,20130429,430.11,249.62,12.37,159841.44,62.97,73.67,85.56,48.91,538.56,32.62,13.57,77.67,60.0,167.8,88.14
835,20130430,442.8,253.8,12.28,159256.45,62.85,73.35,85.19,48.98,549.57,33.09,13.755,76.75,59.93,168.34,88.78
836,20130501,439.43,248.28,12.13,159300.0,63.15,72.79,84.2,48.01,539.175,32.74,13.65,76.99,59.71,165.95,87.52
837,20130502,445.565,252.55,12.17,160908.0,63.88,73.32,85.14,48.1,545.07,33.16,13.81,77.74,59.47,175.46,88.59
838,20130503,449.928,258.01,12.22,162904.0,64.8,73.96,85.75,47.6,552.81,33.49,13.87,78.18,58.92,179.52,90.01
839,20130506,460.766,255.66,12.89,164989.0,65.07,75.27,84.69,48.19,547.63,33.75,13.84,77.75,60.21,178.9,90.59
840,20130507,458.69,257.82,12.891,164752.0,66.0645,75.05,85.5,49.15,550.99,33.3,13.64,77.94,60.49,179.74,91.12
841,20130508,463.71,258.68,13.02,166272.78,65.98,75.41,85.45,49.76,553.65,33.0,13.89,78.48,62.51,179.2,91.71
842,20130509,456.75,260.12,12.91,165843.33,66.67,75.87,85.18,49.05,551.47,32.66,13.91,78.2,62.02,178.59,91.03
843,20130510,452.88,263.51,13.02,167665.0,67.18,75.99,85.74,48.94,554.63,32.6862,14.54,78.75,62.89,178.74,90.07
844,20130513,454.74,264.54,12.97,167566.0,67.32,76.68,85.83,49.68,556.32,33.06,14.24,78.58,62.41,178.87,90.11
845,20130514,443.68,268.33,13.35,168897.78,67.45,77.32,86.97,50.2316,570.1,33.52,14.46,79.45,61.71,180.32,91.15
846,20130515,428.97,266.43,13.42,169120.34,67.67,77.87,87.64,51.06,573.82,33.855,14.7,80.68,61.62,181.73,91.23
847,20130516,434.62,264.11,13.35,167320.31,66.47,76.75,87.4799,50.982,570.18,34.09,14.64,80.18,62.13,179.791,90.71
848,20130517,433.25,269.61,13.44,169400.0,66.58,76.86,88.08,52.3,584.78,34.8699,14.87,80.03,62.85,184.5299,91.72
